title,region,price,square,floor
整租·万国城三期3室1厅南/北,开福-福元西路,2500,89㎡,高楼层（34层）
整租·万国城三期3室2厅南,开福-福元西路,2400,93㎡,高楼层（18层）
整租·万国城三期3室2厅南/北,开福-福元西路,2900,116㎡,低楼层（18层）
整租·万国城三期3室2厅东/南,开福-福元西路,2600,90㎡,低楼层（34层）
整租·万国城三期3室1厅南,开福-福元西路,2700,95㎡,高楼层（33层）
整租·世方水岸2室1厅南,开福-四方坪,2500,96㎡,中楼层（32层）
整租·长沙泡沫塑料厂2室1厅南,雨花-雨花亭,1600,60㎡,中楼层（6层）
整租·圆泰长沙印1室1厅西,岳麓-银盆岭,4300,51㎡,中楼层（36层）
整租·时代倾城3室1厅南,望城-金星北,1800,113㎡,中楼层（34层）
整租·龙吉湾小区2室1厅南,雨花-树木岭,1800,90㎡,低楼层（19层）
整租·时代倾城2室1厅南/西南,望城-金星北,1000,89㎡,中楼层（34层）
整租·卷烟厂宿舍2室1厅南,雨花-雨花亭,1800,68㎡,高楼层（25层）
整租·万国城三期3室2厅南/北,开福-福元西路,1800,115㎡,中楼层（18层）
整租·长监宿舍2室1厅南,雨花-左家塘,1600,60㎡,高楼层（6层）
整租·长沙欧洲城3室2厅南,天心-德思勤,2700,137㎡,中楼层（18层）
整租·时代倾城2室2厅南/北,望城-金星北,1850,84㎡,高楼层（32层）
整租·万国城三期3室1厅南,开福-福元西路,1600,90㎡,高楼层（34层）
整租·万国城三期3室2厅南,开福-福元西路,1600,90㎡,高楼层（18层）
整租·时代倾城2室2厅南,望城-金星北,2500,87㎡,中楼层（34层）
整租·圆泰长沙印2室1厅西南,岳麓-银盆岭,3400,55㎡,中楼层（36层）
整租·长沙铝厂家属区2室1厅南,天心-新开铺,1500,78㎡,低楼层（6层）
整租·万国城三期1室1厅南,开福-福元西路,1800,51㎡,中楼层（5层）
整租·长沙水泵厂2室1厅南,天心-金盆岭,1600,60㎡,中楼层（7层）
整租·万国城三期3室2厅南/北,开福-福元西路,3000,94㎡,中楼层（34层）
整租·万国城三期3室1厅南,开福-福元西路,2900,90㎡,高楼层（34层）
整租·时代倾城3室2厅南,望城-金星北,2700,105㎡,低楼层（35层）
整租·万国城三期3室2厅南,开福-福元西路,2600,106㎡,低楼层（34层）
整租·龙吉湾小区2室1厅东/西南,雨花-树木岭,1350,70㎡,高楼层（6层）
整租·长沙海关宿舍3室2厅南/北,雨花-高桥,3000,128㎡,高楼层（6层）
整租·时代倾城2室1厅南,望城-金星北,1800,87㎡,低楼层（34层）
title,region,price,square,floor
整租·湖南省第五工程有限公司长沙基地2室2厅南,雨花-武广新城,1300,72㎡,中楼层（8层）
整租·长沙铝厂家属区2室1厅北,天心-新开铺,1500,55㎡,中楼层（7层）
整租·万国城三期3室1厅南,开福-福元西路,3000,89㎡,中楼层（34层）
整租·中粮自然天城5室2厅南,望城-望城区,3820,169㎡,低楼层（33层）
整租·中航长沙设计研究院宿舍3室2厅南,雨花-韶山南路,1800,78㎡,高楼层（3层）
整租·长沙欧洲城2室2厅南/北,天心-德思勤,2000,81㎡,低楼层（18层）
整租·万国城三期1室1厅南,开福-福元西路,1750,55㎡,中楼层（5层）
整租·万国城三期3室1厅南,开福-福元西路,3000,116㎡,低楼层（33层）
整租·长沙奥林匹克花园3室2厅南,天心-德思勤,3600,142㎡,中楼层（14层）
整租·万国城三期3室1厅南,开福-福元西路,2500,89㎡,低楼层（34层）
整租·龙吉湾小区2室2厅南,雨花-树木岭,2200,83㎡,中楼层（11层）
整租·万国城三期2室1厅南,开福-福元西路,2100,74㎡,低楼层（34层）
整租·长沙欧洲城3室2厅南/北,天心-德思勤,4500,134㎡,低楼层（18层）
整租·长沙欧洲城2室2厅南/北,天心-德思勤,1200,85㎡,低楼层（18层）
整租·长沙欧洲城4室2厅南/北,天心-德思勤,4500,170㎡,高楼层（18层）
整租·中航长沙设计研究院宿舍3室1厅南,雨花-韶山南路,1600,78㎡,高楼层（3层）
整租·龙吉湾小区2室1厅南,雨花-树木岭,1900,87㎡,高楼层（15层）
整租·圆泰长沙印1室1厅东,岳麓-银盆岭,4000,51㎡,中楼层（36层）
整租·世方水岸3室2厅南/北,开福-四方坪,3000,126㎡,低楼层（31层）
整租·圆泰长沙印1室1厅东/西,岳麓-银盆岭,4200,51㎡,中楼层（36层）
整租·湖南省第五工程有限公司长沙基地3室2厅南,雨花-武广新城,1300,74㎡,高楼层（6层）
整租·长沙市第二汽车修制厂宿舍2室1厅东南,天心-金盆岭,1400,60㎡,高楼层（6层）
整租·铜铝材厂宿舍2室1厅南,雨花-武广新城,1500,77㎡,中楼层（7层）
整租·长沙航空技术学院住宅楼4室2厅东南,雨花-武广新城,1900,120㎡,高楼层（5层）
整租·长沙欧洲城3室2厅南/北,天心-德思勤,3000,118㎡,中楼层（18层）
整租·长沙市开福区教师村3室2厅南,开福-月湖,1500,90㎡,低楼层（7层）
整租·长沙欧洲城2室2厅南,天心-德思勤,2300,85㎡,低楼层（18层）
整租·万国城三期3室1厅南,开福-福元西路,2500,90㎡,高楼层（34层）
整租·长沙欧洲城3室2厅南/北,天心-德思勤,7000,122㎡,中楼层（18层）
整租·圆泰长沙印1室1厅北,岳麓-银盆岭,5500,67㎡,中楼层（36层）
title,region,price,square,floor
整租·长沙欧洲城4室2厅南/北,天心-德思勤,3200,142㎡,低楼层（18层）
整租·万国城三期1室1厅南,开福-福元西路,2000,51㎡,中楼层（5层）
整租·卷烟厂宿舍1室1厅南,雨花-雨花亭,1500,50㎡,高楼层（25层）
整租·长沙欧洲城3室2厅南,天心-德思勤,3800,134㎡,高楼层（18层）
整租·长沙欧洲城3室2厅南,天心-德思勤,1800,138㎡,低楼层（18层）
整租·圆泰长沙印2室1厅西北,岳麓-银盆岭,3500,51㎡,中楼层（36层）
整租·圆泰长沙印2室1厅西北,岳麓-银盆岭,3520,60㎡,中楼层（36层）
整租·铜铝材厂宿舍2室1厅南,雨花-武广新城,1600,70㎡,高楼层（7层）
整租·万国城三期3室2厅南,开福-福元西路,3100,113㎡,中楼层（34层）
整租·碧桂园威尼斯城蓝天花语2室2厅南,长沙县-松雅湖,1800,90㎡,中楼层（5层）
整租·碧桂园威尼斯城蓝天花语3室2厅南,长沙县-松雅湖,3000,128㎡,中楼层（6层）
整租·长沙奥林匹克花园3室1厅南/北,天心-德思勤,2600,129㎡,高楼层（11层）
整租·万国城三期3室2厅南,开福-福元西路,2600,90㎡,低楼层（33层）
整租·万国城三期3室1厅南/北,开福-福元西路,2800,113㎡,低楼层（34层）
整租·时代倾城3室2厅南,望城-金星北,1200,119㎡,中楼层（11层）
整租·万国城三期3室2厅南,开福-福元西路,2600,90㎡,中楼层（34层）
整租·万国城三期2室2厅南,开福-福元西路,2400,74㎡,低楼层（34层）
整租·长沙欧洲城2室2厅南,天心-德思勤,1600,94㎡,高楼层（18层）
整租·万国城三期2室2厅南,开福-福元西路,2300,74㎡,高楼层（34层）
整租·万国城三期2室2厅南,开福-福元西路,2500,75㎡,高楼层（34层）
整租·长沙市直属机关宿舍2室2厅南/北,芙蓉-火车站,1500,76㎡,中楼层（7层）
整租·长沙欧洲城1室1厅南/北,天心-德思勤,2000,50㎡,低楼层（18层）
整租·龙吉湾小区3室2厅南/北,雨花-树木岭,1700,70㎡,高楼层（6层）
整租·长沙市教育局直属教师二村3室1厅南,芙蓉-德政园,2000,88㎡,高楼层（8层）
整租·长沙市公路管理机关宿舍3室2厅南,雨花-雨花亭,2200,102㎡,中楼层（6层）
整租·时代先锋3室2厅北,开福-四方坪,2500,140㎡,低楼层（28层）
整租·万国城三期4室2厅南/北,开福-福元西路,4500,131㎡,低楼层（34层）
整租·长沙恒大城3室2厅南,雨花-万家丽南路,2350,99㎡,中楼层（18层）
整租·绿城桂花城3室2厅南,雨花-武广新城,3600,138㎡,低楼层（11层）
